ID_Caso,Status_Execucao,Aplicacao,Classe_Recurso,codigo_com_bug,fix_gpt,fix_claude,fix_gemini
Case_232_K-9 Mail_SINTETICO_1_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Música,java.io.InputStream,"public void loadTrackMetadata(InputStream inputStream) throws IOException {
    MetadataParser parser = new MetadataParser();
    inputStream.close();
    parser.parse(inputStream);
    inputStream.close();
}","public void loadTrackMetadata(InputStream inputStream) throws IOException {
    MetadataParser parser = new MetadataParser();
    try (InputStream is = inputStream) {
        parser.parse(is);
    }
}","public void loadTrackMetadata(InputStream inputStream) throws IOException {
    try (inputStream) {
        MetadataParser parser = new MetadataParser();
        parser.parse(inputStream);
    }
}","public void loadTrackMetadata(InputStream inputStream) throws IOException {
    try (InputStream is = inputStream) {
        MetadataParser parser = new MetadataParser();
        parser.parse(is);
    }
}"
Case_229_ChatSecure_SINTETICO_2_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Scanner,java.io.FilterOutputStream,"ByteArrayOutputStream out = new ByteArrayOutputStream();
FilterOutputStream pdfStream = new FilterOutputStream(out);
pdfStream.write(scannedPage);

byte[] pdfBytes = out.toByteArray();

ByteArrayInputStream bin = new ByteArrayInputStream(pdfBytes);
FilterInputStream reader = new FilterInputStream(bin);
byte[] recovered = new byte[pdfBytes.length];
reader.read(recovered);

assertEquals(scannedPage.length, recovered.length);","try (ByteArrayOutputStream out = new ByteArrayOutputStream();
     FilterOutputStream pdfStream = new FilterOutputStream(out)) {
    pdfStream.write(scannedPage);
    pdfStream.flush();

    byte[] pdfBytes = out.toByteArray();

    try (ByteArrayInputStream bin = new ByteArrayInputStream(pdfBytes);
         FilterInputStream reader = new FilterInputStream(bin)) {
        byte[] recovered = new byte[pdfBytes.length];
        int offset = 0;
        int bytesRead;
        while (offset < recovered.length && (bytesRead = reader.read(recovered, offset, recovered.length - offset)) != -1) {
            offset += bytesRead;
        }

        assertEquals(scannedPage.length, recovered.length);
    }
}","ByteArrayOutputStream out = new ByteArrayOutputStream();
try (FilterOutputStream pdfStream = new FilterOutputStream(out)) {
    pdfStream.write(scannedPage);
}

byte[] pdfBytes = out.toByteArray();

ByteArrayInputStream bin = new ByteArrayInputStream(pdfBytes);
try (FilterInputStream reader = new FilterInputStream(bin) {}) {
    byte[] recovered = new byte[pdfBytes.length];
    reader.read(recovered);

    assertEquals(scannedPage.length, recovered.length);
}","byte[] pdfBytes;
try (ByteArrayOutputStream out = new ByteArrayOutputStream();
     FilterOutputStream pdfStream = new FilterOutputStream(out)) {
    pdfStream.write(scannedPage);
    pdfBytes = out.toByteArray();
}

byte[] recovered = new byte[pdfBytes.length];
try (ByteArrayInputStream bin = new ByteArrayInputStream(pdfBytes);
     FilterInputStream reader = new FilterInputStream(bin)) {
    reader.read(recovered);
}

assertEquals(scannedPage.length, recovered.length);"
Case_170_K-9 Mail_SINTETICO_1_BUG,OK - Já resolvido na rodada anterior,App de Musica,android.os.PowerManager.WakeLock,"public void startPlayback(final Context context, final Uri trackUri) {
    PowerManager pm = (PowerManager) context.getSystemService(Context.POWER_SERVICE);
    WakeLock wakeLock = pm.newWakeLock(PowerManager.PARTIAL_WAKE_LOCK, ""MusicPlayer:Playback"");
    wakeLock.setReferenceCounted(false);
    wakeLock.acquire(10 * 60 * 1000L);

    mediaPlayer.setDataSource(context, trackUri);
    mediaPlayer.prepareAsync();
    mediaPlayer.setOnPreparedListener(new MediaPlayer.OnPreparedListener() {
        @Override
        public void onPrepared(MediaPlayer mp) {
            mp.start();
        }
    });
}","public void startPlayback(final Context context, final Uri trackUri) {
    PowerManager pm = (PowerManager) context.getSystemService(Context.POWER_SERVICE);
    final PowerManager.WakeLock wakeLock = pm.newWakeLock(PowerManager.PARTIAL_WAKE_LOCK, ""MusicPlayer:Playback"");
    wakeLock.setReferenceCounted(false);
    wakeLock.acquire(10 * 60 * 1000L);

    try {
        mediaPlayer.setOnPreparedListener(new MediaPlayer.OnPreparedListener() {
            @Override
            public void onPrepared(MediaPlayer mp) {
                try {
                    mp.start();
                } finally {
                    if (wakeLock.isHeld()) {
                        wakeLock.release();
                    }
                }
            }
        });
        mediaPlayer.setDataSource(context, trackUri);
        mediaPlayer.prepareAsync();
    } catch (Exception e) {
        if (wakeLock.isHeld()) {
            wakeLock.release();
        }
        throw new RuntimeException(e);
    }
}","public void startPlayback(final Context context, final Uri trackUri) {
    PowerManager pm = (PowerManager) context.getSystemService(Context.POWER_SERVICE);
    WakeLock wakeLock = pm.newWakeLock(PowerManager.PARTIAL_WAKE_LOCK, ""MusicPlayer:Playback"");
    wakeLock.setReferenceCounted(false);
    wakeLock.acquire(10 * 60 * 1000L);

    try {
        mediaPlayer.setDataSource(context, trackUri);
        mediaPlayer.prepareAsync();
        mediaPlayer.setOnPreparedListener(new MediaPlayer.OnPreparedListener() {
            @Override
            public void onPrepared(MediaPlayer mp) {
                mp.start();
            }
        });
        mediaPlayer.setOnCompletionListener(new MediaPlayer.OnCompletionListener() {
            @Override
            public void onCompletion(MediaPlayer mp) {
                if (wakeLock.isHeld()) {
                    wakeLock.release();
                }
            }
        });
        mediaPlayer.setOnErrorListener(new MediaPlayer.OnErrorListener() {
            @Override
            public boolean onError(MediaPlayer mp, int what, int extra) {
                if (wakeLock.isHeld()) {
                    wakeLock.release();
                }
                return false;
            }
        });
    } catch (Exception e) {
        if (wakeLock.isHeld()) {
            wakeLock.release();
        }
        throw e;
    }
}","public void startPlayback(final Context context, final Uri trackUri) {
    mediaPlayer.setWakeMode(context, PowerManager.PARTIAL_WAKE_LOCK);

    try {
        mediaPlayer.setDataSource(context, trackUri);
        mediaPlayer.prepareAsync();
        mediaPlayer.setOnPreparedListener(new MediaPlayer.OnPreparedListener() {
            @Override
            public void onPrepared(MediaPlayer mp) {
                mp.start();
            }
        });
    } catch (Exception e) {
        e.printStackTrace();
    }
}"
Case_286_Cgeo_SINTETICO_6_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Finanças Pessoais,java.util.Scanner,"protected String loadBudgetConfig(String fileName) {
    final InputStream ins = context.openFileInput(fileName);
    final String config = new Scanner(ins).useDelimiter(""\\A"").next();
    try {
        ins.close();
    } catch (IOException e) {
        e.printStackTrace();
    }
    return config;
}","protected String loadBudgetConfig(String fileName) {
    try (InputStream ins = context.openFileInput(fileName);
         Scanner scanner = new Scanner(ins).useDelimiter(""\\A"")) {
        return scanner.hasNext() ? scanner.next() : """";
    } catch (IOException e) {
        e.printStackTrace();
        return """";
    }
}","protected String loadBudgetConfig(String fileName) {
    try (final InputStream ins = context.openFileInput(fileName);
         final Scanner scanner = new Scanner(ins).useDelimiter(""\\A"")) {
        final String config = scanner.next();
        return config;
    } catch (IOException e) {
        e.printStackTrace();
        return null;
    }
}","protected String loadBudgetConfig(String fileName) {
    final InputStream ins = context.openFileInput(fileName);
    try {
        final String config = new Scanner(ins).useDelimiter(""\\A"").next();
        return config;
    } finally {
        try {
            ins.close();
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}"
Case_285_Osmand_SINTETICO_2_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Scanner de Documentos,java.util.logging.FileHandler,"import java.io.File;
import java.util.logging.FileHandler;
import java.util.logging.Logger;
import java.util.logging.XMLFormatter;

public class ScanAuditLogger {
    private static final Logger logger = Logger.getLogger(ScanAuditLogger.class.getName());

    public void writeScanSessionLog(File folder, String sessionId) {
        FileHandler fh = null;
        try {
            fh = new FileHandler(new File(folder, sessionId + ""-scan.xml"").getAbsolutePath());
            fh.setFormatter(new XMLFormatter());
            logger.addHandler(fh);
            logger.info(""Scan session started: "" + sessionId);
        } finally {
            if (fh != null) {
                logger.removeHandler(fh);
            }
        }
    }
}
","import java.io.File;
import java.io.IOException;
import java.util.logging.FileHandler;
import java.util.logging.Logger;
import java.util.logging.XMLFormatter;

public class ScanAuditLogger {
    private static final Logger logger = Logger.getLogger(ScanAuditLogger.class.getName());

    public void writeScanSessionLog(File folder, String sessionId) throws IOException {
        try (FileHandler fh = new FileHandler(new File(folder, sessionId + ""-scan.xml"").getAbsolutePath())) {
            fh.setFormatter(new XMLFormatter());
            logger.addHandler(fh);
            try {
                logger.info(""Scan session started: "" + sessionId);
            } finally {
                logger.removeHandler(fh);
            }
        }
    }
}","import java.io.File;
import java.util.logging.FileHandler;
import java.util.logging.Logger;
import java.util.logging.XMLFormatter;

public class ScanAuditLogger {
    private static final Logger logger = Logger.getLogger(ScanAuditLogger.class.getName());

    public void writeScanSessionLog(File folder, String sessionId) {
        FileHandler fh = null;
        try {
            fh = new FileHandler(new File(folder, sessionId + ""-scan.xml"").getAbsolutePath());
            fh.setFormatter(new XMLFormatter());
            logger.addHandler(fh);
            logger.info(""Scan session started: "" + sessionId);
        } finally {
            if (fh != null) {
                logger.removeHandler(fh);
                fh.close();
            }
        }
    }
}","import java.io.File;
import java.util.logging.FileHandler;
import java.util.logging.Logger;
import java.util.logging.XMLFormatter;

public class ScanAuditLogger {
    private static final Logger logger = Logger.getLogger(ScanAuditLogger.class.getName());

    public void writeScanSessionLog(File folder, String sessionId) throws java.io.IOException {
        FileHandler fh = null;
        try {
            fh = new FileHandler(new File(folder, sessionId + ""-scan.xml"").getAbsolutePath());
            fh.setFormatter(new XMLFormatter());
            logger.addHandler(fh);
            logger.info(""Scan session started: "" + sessionId);
        } finally {
            if (fh != null) {
                logger.removeHandler(fh);
                fh.close();
            }
        }
    }
}"
Case_163_IRCCloud_SINTETICO_11_BUG,OK - Já resolvido na rodada anterior,App de Eventos,android.media.MediaPlayer,"public class EventCountdownActivity extends AppCompatActivity {
    private MediaPlayer alertPlayer;

    private void playAlertTone(Uri uri) {
        try {
            alertPlayer = new MediaPlayer();
            alertPlayer.setDataSource(this, uri);
            alertPlayer.setLooping(false);
            alertPlayer.prepare();
            alertPlayer.start();
        } catch (Exception e) {
        }
    }

    @Override
    protected void onDestroy() {
        super.onDestroy();
    }
}","public class EventCountdownActivity extends AppCompatActivity {
    private MediaPlayer alertPlayer;

    private void playAlertTone(Uri uri) {
        releaseAlertPlayer();
        try {
            alertPlayer = new MediaPlayer();
            alertPlayer.setDataSource(this, uri);
            alertPlayer.setLooping(false);
            alertPlayer.setOnCompletionListener(mp -> releaseAlertPlayer());
            alertPlayer.prepare();
            alertPlayer.start();
        } catch (Exception e) {
            releaseAlertPlayer();
        }
    }

    private void releaseAlertPlayer() {
        if (alertPlayer != null) {
            try {
                if (alertPlayer.isPlaying()) {
                    alertPlayer.stop();
                }
            } catch (IllegalStateException e) {
            }
            alertPlayer.release();
            alertPlayer = null;
        }
    }

    @Override
    protected void onDestroy() {
        releaseAlertPlayer();
        super.onDestroy();
    }
}","public class EventCountdownActivity extends AppCompatActivity {
    private MediaPlayer alertPlayer;

    private void playAlertTone(Uri uri) {
        try {
            if (alertPlayer != null) {
                alertPlayer.release();
                alertPlayer = null;
            }
            alertPlayer = new MediaPlayer();
            alertPlayer.setDataSource(this, uri);
            alertPlayer.setLooping(false);
            alertPlayer.prepare();
            alertPlayer.start();
        } catch (Exception e) {
            if (alertPlayer != null) {
                alertPlayer.release();
                alertPlayer = null;
            }
        }
    }

    @Override
    protected void onDestroy() {
        if (alertPlayer != null) {
            alertPlayer.release();
            alertPlayer = null;
        }
        super.onDestroy();
    }
}","public class EventCountdownActivity extends AppCompatActivity {
    private MediaPlayer alertPlayer;

    private void playAlertTone(Uri uri) {
        try {
            if (alertPlayer != null) {
                alertPlayer.release();
            }
            alertPlayer = new MediaPlayer();
            alertPlayer.setDataSource(this, uri);
            alertPlayer.setLooping(false);
            alertPlayer.prepare();
            alertPlayer.start();
        } catch (Exception e) {
        }
    }

    @Override
    protected void onDestroy() {
        super.onDestroy();
        if (alertPlayer != null) {
            alertPlayer.release();
            alertPlayer = null;
        }
    }
}"
Case_220_ChatSecure_SINTETICO_10_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Educação,java.io.FilterInputStream,"ByteArrayOutputStream out = new ByteArrayOutputStream();
QuizResultOutputStream qros = new QuizResultOutputStream(out);
qros.writeCorrectAnswers(source);
byte[] converted = out.toByteArray();
ByteArrayInputStream bin = new ByteArrayInputStream(converted);
QuizResultInputStream qris = new QuizResultInputStream(bin);
int result = qris.readCorrectAnswers();
assertEquals(source, result);","byte[] converted;
try (ByteArrayOutputStream out = new ByteArrayOutputStream();
     QuizResultOutputStream qros = new QuizResultOutputStream(out)) {
    qros.writeCorrectAnswers(source);
    qros.flush();
    converted = out.toByteArray();
}

try (ByteArrayInputStream bin = new ByteArrayInputStream(converted);
     QuizResultInputStream qris = new QuizResultInputStream(bin)) {
    int result = qris.readCorrectAnswers();
    assertEquals(source, result);
}","ByteArrayOutputStream out = new ByteArrayOutputStream();
try (QuizResultOutputStream qros = new QuizResultOutputStream(out)) {
    qros.writeCorrectAnswers(source);
}
byte[] converted = out.toByteArray();
ByteArrayInputStream bin = new ByteArrayInputStream(converted);
try (QuizResultInputStream qris = new QuizResultInputStream(bin)) {
    int result = qris.readCorrectAnswers();
    assertEquals(source, result);
}","try (ByteArrayOutputStream out = new ByteArrayOutputStream();
     QuizResultOutputStream qros = new QuizResultOutputStream(out)) {
    qros.writeCorrectAnswers(source);
    byte[] converted = out.toByteArray();
    try (ByteArrayInputStream bin = new ByteArrayInputStream(converted);
         QuizResultInputStream qris = new QuizResultInputStream(bin)) {
        int result = qris.readCorrectAnswers();
        assertEquals(source, result);
    }
}"
Case_138_APG_SINTETICO_5_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Navegação,android.database.Cursor,"Cursor cursor = resolver.query(GeoContract.POINTS_URI, new String[]{""lat"", ""lng"", ""label""}, ""saved=1"", null, ""visited_at DESC"");
if (cursor != null) {
    if (cursor.moveToFirst()) {
        double lat = cursor.getDouble(0);
        double lng = cursor.getDouble(1);
        return new LatLng(lat, lng);
    }
    cursor.close();
}
return null;","Cursor cursor = null;
try {
    cursor = resolver.query(GeoContract.POINTS_URI, new String[]{""lat"", ""lng"", ""label""}, ""saved=1"", null, ""visited_at DESC"");
    if (cursor != null && cursor.moveToFirst()) {
        double lat = cursor.getDouble(0);
        double lng = cursor.getDouble(1);
        return new LatLng(lat, lng);
    }
    return null;
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","Cursor cursor = resolver.query(GeoContract.POINTS_URI, new String[]{""lat"", ""lng"", ""label""}, ""saved=1"", null, ""visited_at DESC"");
if (cursor != null) {
    try {
        if (cursor.moveToFirst()) {
            double lat = cursor.getDouble(0);
            double lng = cursor.getDouble(1);
            return new LatLng(lat, lng);
        }
    } finally {
        cursor.close();
    }
}
return null;","Cursor cursor = resolver.query(GeoContract.POINTS_URI, new String[]{""lat"", ""lng"", ""label""}, ""saved=1"", null, ""visited_at DESC"");
if (cursor != null) {
    try {
        if (cursor.moveToFirst()) {
            double lat = cursor.getDouble(0);
            double lng = cursor.getDouble(1);
            return new LatLng(lat, lng);
        }
    } finally {
        cursor.close();
    }
}
return null;"
Case_070_OSMTracker_SINTETICO_5_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Mensagens,android.database.Cursor,"Cursor cursor = messagesDb.query(""conversations"", new String[]{""contact_name"", ""last_message""}, null, null, null, null, ""updated_at DESC"");
if (cursor != null && cursor.moveToFirst()) {
    do {
        String contact = cursor.getString(0);
        String lastMessage = cursor.getString(1);
        inboxPreview.add(contact + "": "" + lastMessage);
    } while (cursor.moveToNext());
}
","Cursor cursor = null;
try {
    cursor = messagesDb.query(""conversations"", new String[]{""contact_name"", ""last_message""}, null, null, null, null, ""updated_at DESC"");
    if (cursor != null && cursor.moveToFirst()) {
        do {
            String contact = cursor.getString(0);
            String lastMessage = cursor.getString(1);
            inboxPreview.add(contact + "": "" + lastMessage);
        } while (cursor.moveToNext());
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","Cursor cursor = null;
try {
    cursor = messagesDb.query(""conversations"", new String[]{""contact_name"", ""last_message""}, null, null, null, null, ""updated_at DESC"");
    if (cursor != null && cursor.moveToFirst()) {
        do {
            String contact = cursor.getString(0);
            String lastMessage = cursor.getString(1);
            inboxPreview.add(contact + "": "" + lastMessage);
        } while (cursor.moveToNext());
    }
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","try (Cursor cursor = messagesDb.query(""conversations"", new String[]{""contact_name"", ""last_message""}, null, null, null, null, ""updated_at DESC"")) {
    if (cursor != null && cursor.moveToFirst()) {
        do {
            String contact = cursor.getString(0);
            String lastMessage = cursor.getString(1);
            inboxPreview.add(contact + "": "" + lastMessage);
        } while (cursor.moveToNext());
    }
}"
Case_229_ChatSecure_SINTETICO_1_BUG,OK - Já resolvido na rodada anterior,App de Musica,java.io.FilterOutputStream,"ByteArrayOutputStream out = new ByteArrayOutputStream();
FilterOutputStream stream = new FilterOutputStream(out);
stream.write(trackName.getBytes(java.nio.charset.StandardCharsets.UTF_8));

byte[] payload = out.toByteArray();

ByteArrayInputStream bin = new ByteArrayInputStream(payload);
FilterInputStream in = new FilterInputStream(bin);
byte[] restored = new byte[payload.length];
in.read(restored);

assertTrue(java.util.Arrays.equals(trackName.getBytes(java.nio.charset.StandardCharsets.UTF_8), restored));","try (ByteArrayOutputStream out = new ByteArrayOutputStream();
     FilterOutputStream stream = new FilterOutputStream(out)) {
    stream.write(trackName.getBytes(java.nio.charset.StandardCharsets.UTF_8));
    stream.flush();

    byte[] payload = out.toByteArray();

    try (ByteArrayInputStream bin = new ByteArrayInputStream(payload);
         FilterInputStream in = new FilterInputStream(bin)) {
        byte[] restored = new byte[payload.length];
        int offset = 0;
        int bytesRead;
        while (offset < restored.length && (bytesRead = in.read(restored, offset, restored.length - offset)) != -1) {
            offset += bytesRead;
        }

        assertTrue(java.util.Arrays.equals(trackName.getBytes(java.nio.charset.StandardCharsets.UTF_8), restored));
    }
}","ByteArrayOutputStream out = new ByteArrayOutputStream();
FilterOutputStream stream = new FilterOutputStream(out);
try {
    stream.write(trackName.getBytes(java.nio.charset.StandardCharsets.UTF_8));
} finally {
    stream.close();
}

byte[] payload = out.toByteArray();

ByteArrayInputStream bin = new ByteArrayInputStream(payload);
FilterInputStream in = new FilterInputStream(bin);
try {
    byte[] restored = new byte[payload.length];
    in.read(restored);

    assertTrue(java.util.Arrays.equals(trackName.getBytes(java.nio.charset.StandardCharsets.UTF_8), restored));
} finally {
    in.close();
}","byte[] payload;
try (ByteArrayOutputStream out = new ByteArrayOutputStream();
     FilterOutputStream stream = new FilterOutputStream(out)) {
    stream.write(trackName.getBytes(java.nio.charset.StandardCharsets.UTF_8));
    payload = out.toByteArray();
}

byte[] restored = new byte[payload.length];
try (ByteArrayInputStream bin = new ByteArrayInputStream(payload);
     FilterInputStream in = new FilterInputStream(bin)) {
    in.read(restored);
}

assertTrue(java.util.Arrays.equals(trackName.getBytes(java.nio.charset.StandardCharsets.UTF_8), restored));"
Case_164_Zxing_SINTETICO_3_BUG,OK - Já resolvido na rodada anterior,App de Fitness,android.net.http.AndroidHttpClient,"public void syncWorkoutSummary(String userId) {
  try {
    URI uri = new URI(API_URL + ""/users/"" + userId + ""/workouts/latest"");
    HttpGet get = new HttpGet(uri);
    AndroidHttpClient client = AndroidHttpClient.newInstance(""FitTrack/3.1"");
    HttpResponse response = client.execute(get);
    String json = EntityUtils.toString(response.getEntity());
    parseSummary(json);
  } catch (Exception e) {
    Log.e(TAG, ""Erro ao sincronizar"", e);
  }
}
","public void syncWorkoutSummary(String userId) {
  AndroidHttpClient client = null;
  try {
    URI uri = new URI(API_URL + ""/users/"" + userId + ""/workouts/latest"");
    HttpGet get = new HttpGet(uri);
    client = AndroidHttpClient.newInstance(""FitTrack/3.1"");
    HttpResponse response = client.execute(get);
    String json = EntityUtils.toString(response.getEntity());
    parseSummary(json);
  } catch (Exception e) {
    Log.e(TAG, ""Erro ao sincronizar"", e);
  } finally {
    if (client != null) {
      client.close();
    }
  }
}","public void syncWorkoutSummary(String userId) {
  AndroidHttpClient client = null;
  try {
    URI uri = new URI(API_URL + ""/users/"" + userId + ""/workouts/latest"");
    HttpGet get = new HttpGet(uri);
    client = AndroidHttpClient.newInstance(""FitTrack/3.1"");
    HttpResponse response = client.execute(get);
    String json = EntityUtils.toString(response.getEntity());
    parseSummary(json);
  } catch (Exception e) {
    Log.e(TAG, ""Erro ao sincronizar"", e);
  } finally {
    if (client != null) {
      client.close();
    }
  }
}","public void syncWorkoutSummary(String userId) {
  AndroidHttpClient client = null;
  try {
    URI uri = new URI(API_URL + ""/users/"" + userId + ""/workouts/latest"");
    HttpGet get = new HttpGet(uri);
    client = AndroidHttpClient.newInstance(""FitTrack/3.1"");
    HttpResponse response = client.execute(get);
    String json = EntityUtils.toString(response.getEntity());
    parseSummary(json);
  } catch (Exception e) {
    Log.e(TAG, ""Erro ao sincronizar"", e);
  } finally {
    if (client != null) {
      client.close();
    }
  }
}"
Case_138_APG_SINTETICO_2_BUG,OK - Já resolvido na rodada anterior,App de Scanner de Documentos,android.database.Cursor,"Cursor cursor = db.query(""recent_scans"", new String[]{""file_path"", ""page_count""}, ""is_uploaded=?"", new String[]{""0""}, ""created_at DESC"");
if (cursor != null) {
    while (cursor.moveToNext()) {
        String path = cursor.getString(0);
        if (path != null && path.endsWith("".pdf"")) {
            return path;
        }
    }
    cursor.close();
}
return """";","Cursor cursor = null;
try {
    cursor = db.query(""recent_scans"", new String[]{""file_path"", ""page_count""}, ""is_uploaded=?"", new String[]{""0""}, null, null, ""created_at DESC"");
    if (cursor != null) {
        while (cursor.moveToNext()) {
            String path = cursor.getString(0);
            if (path != null && path.endsWith("".pdf"")) {
                return path;
            }
        }
    }
    return """";
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","Cursor cursor = db.query(""recent_scans"", new String[]{""file_path"", ""page_count""}, ""is_uploaded=?"", new String[]{""0""}, null, null, ""created_at DESC"");
try {
    if (cursor != null) {
        while (cursor.moveToNext()) {
            String path = cursor.getString(0);
            if (path != null && path.endsWith("".pdf"")) {
                return path;
            }
        }
    }
    return """";
} finally {
    if (cursor != null) {
        cursor.close();
    }
}","Cursor cursor = db.query(""recent_scans"", new String[]{""file_path"", ""page_count""}, ""is_uploaded=?"", new String[]{""0""}, ""created_at DESC"");
if (cursor != null) {
    try {
        while (cursor.moveToNext()) {
            String path = cursor.getString(0);
            if (path != null && path.endsWith("".pdf"")) {
                return path;
            }
        }
    } finally {
        cursor.close();
    }
}
return """";"
Case_165_Zxing_SINTETICO_5_BUG,OK - Já resolvido na rodada anterior,App de Delivery,android.net.http.AndroidHttpClient,"public String getOrderStatus(String orderId) {
    AndroidHttpClient client = AndroidHttpClient.newInstance(""DeliveryApp/5.0"");
    String status = null;
    try {
        HttpGet request = new HttpGet(""https://api.example.com/orders/status/"" + orderId);
        HttpResponse response = client.execute(request);
        status = EntityUtils.toString(response.getEntity());
    } catch (IOException e) {
        Log.e(TAG, e.toString());
    }
    return status;
}","public String getOrderStatus(String orderId) {
    AndroidHttpClient client = null;
    String status = null;
    try {
        client = AndroidHttpClient.newInstance(""DeliveryApp/5.0"");
        HttpGet request = new HttpGet(""https://api.example.com/orders/status/"" + orderId);
        HttpResponse response = client.execute(request);
        status = EntityUtils.toString(response.getEntity());
    } catch (IOException e) {
        Log.e(TAG, e.toString());
    } finally {
        if (client != null) {
            client.close();
        }
    }
    return status;
}","public String getOrderStatus(String orderId) {
    AndroidHttpClient client = AndroidHttpClient.newInstance(""DeliveryApp/5.0"");
    String status = null;
    try {
        HttpGet request = new HttpGet(""https://api.example.com/orders/status/"" + orderId);
        HttpResponse response = client.execute(request);
        status = EntityUtils.toString(response.getEntity());
    } catch (IOException e) {
        Log.e(TAG, e.toString());
    } finally {
        client.close();
    }
    return status;
}","public String getOrderStatus(String orderId) {
    AndroidHttpClient client = AndroidHttpClient.newInstance(""DeliveryApp/5.0"");
    String status = null;
    try {
        HttpGet request = new HttpGet(""https://api.example.com/orders/status/"" + orderId);
        HttpResponse response = client.execute(request);
        status = EntityUtils.toString(response.getEntity());
    } catch (IOException e) {
        Log.e(TAG, e.toString());
    } finally {
        if (client != null) {
            client.close();
        }
    }
    return status;
}"
Case_220_ChatSecure_SINTETICO_4_BUG,RESOLVIDO NESTA EXECUÇÃO,App de Chat,java.io.FilterInputStream,"ByteArrayOutputStream out = new ByteArrayOutputStream();
MessagePayloadOutputStream mpos = new MessagePayloadOutputStream(out);
mpos.writeMessageLength(source);
byte[] converted = out.toByteArray();
ByteArrayInputStream bin = new ByteArrayInputStream(converted);
MessagePayloadInputStream mpis = new MessagePayloadInputStream(bin);
int result = mpis.readMessageLength();
assertEquals(source, result);","try (ByteArrayOutputStream out = new ByteArrayOutputStream();
     MessagePayloadOutputStream mpos = new MessagePayloadOutputStream(out)) {
    mpos.writeMessageLength(source);
    byte[] converted = out.toByteArray();
    try (ByteArrayInputStream bin = new ByteArrayInputStream(converted);
         MessagePayloadInputStream mpis = new MessagePayloadInputStream(bin)) {
        int result = mpis.readMessageLength();
        assertEquals(source, result);
    }
}","ByteArrayOutputStream out = new ByteArrayOutputStream();
try (MessagePayloadOutputStream mpos = new MessagePayloadOutputStream(out)) {
    mpos.writeMessageLength(source);
}
byte[] converted = out.toByteArray();
ByteArrayInputStream bin = new ByteArrayInputStream(converted);
try (MessagePayloadInputStream mpis = new MessagePayloadInputStream(bin)) {
    int result = mpis.readMessageLength();
    assertEquals(source, result);
}","try (ByteArrayOutputStream out = new ByteArrayOutputStream();
     MessagePayloadOutputStream mpos = new MessagePayloadOutputStream(out)) {
    mpos.writeMessageLength(source);
    byte[] converted = out.toByteArray();
    try (ByteArrayInputStream bin = new ByteArrayInputStream(converted);
         MessagePayloadInputStream mpis = new MessagePayloadInputStream(bin)) {
        int result = mpis.readMessageLength();
        assertEquals(source, result);
    }
}"
