ID_Caso,AST_Claude,AST_GPT,AST_Gemini
Case_278_K-9 Mail_SINTETICO_8_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other
Case_266_Hacker News_SINTETICO_4_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_277_K-9 Mail_SINTETICO_10_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other
Case_100_Wordpress_SINTETICO_5_BUG,ERRO_SINTAXE,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_267_Hacker News_SINTETICO_7_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other
Case_070_OSMTracker_SINTETICO_2_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_089_Wordpress_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other TryStatement CatchClause MethodCall_Other,MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other
Case_278_K-9 Mail_SINTETICO_10_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other
Case_227_ChatSecure_SINTETICO_2_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause TryStatement MethodCall_close CatchClause,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause,ERRO_SINTAXE
Case_049_Owncloud_SINTETICO_4_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other
Case_072_OSMTracker_SINTETICO_9_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_149_AnySoftKeyboard_SINTETICO_9_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_close TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other
Case_156_SipDroid_SINTETICO_4_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_release,TryStatement MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_release MethodCall_release,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_release
Case_276_VLC_SINTETICO_1_BUG,TryStatement HasResources_ImplicitClose HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_close MethodCall_close
Case_097_Wordpress_SINTETICO_3_BUG,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other
Case_285_Osmand_SINTETICO_11_BUG,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close
Case_268_Hacker News_SINTETICO_7_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other CatchClause MethodCall_Other
Case_289_Bankdroid_SINTETICO_9_BUG,TryStatement TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement TryStatement HasFinallyBlock MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_221_ChatSecure_SINTETICO_9_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_132_Transdroid_SINTETICO_3_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_025_AnkiDroid_SINTETICO_4_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_237_K-9 Mail_SINTETICO_10_BUG,MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other,TryStatement MethodCall_Other MethodCall_Other CatchClause TryStatement MethodCall_close CatchClause MethodCall_Other
Case_096_Wordpress_SINTETICO_9_BUG,TryStatement MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other CatchClause MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other
Case_273_Terminal_SINTETICO_3_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other
Case_026_AnySoftKeyboard_SINTETICO_7_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_089_Wordpress_SINTETICO_3_BUG,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other
Case_133_Transdroid_SINTETICO_9_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_218_ChatSecure_SINTETICO_1_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_230_ChatSecure_SINTETICO_9_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_003_AnkiDroid_SINTETICO_5_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close
Case_231_ChatSecure_SINTETICO_6_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other
Case_282_Bitcoin-wallet_SINTETICO_10_BUG,MethodCall_Other,MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_close
Case_071_OSMTracker_SINTETICO_7_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_054_Bankdroid_SINTETICO_7_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_025_AnkiDroid_SINTETICO_8_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_290_Bankdroid_SINTETICO_8_BUG,TryStatement MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close CatchClause MethodCall_Other,TryStatement TryStatement HasFinallyBlock MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_003_AnkiDroid_SINTETICO_11_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close
Case_214_Xabber_SINTETICO_9_BUG,MethodCall_Other TryStatement MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,MethodCall_Other TryStatement MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,MethodCall_Other MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_227_ChatSecure_SINTETICO_1_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause TryStatement MethodCall_close CatchClause,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other CatchClause TryStatement MethodCall_close CatchClause,ERRO_SINTAXE
Case_206_CycleStreets_SINTETICO_1_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_025_AnkiDroid_SINTETICO_11_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_029_Osmand_SINTETICO_2_BUG,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_078_IRCCloud_SINTETICO_3_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_037_SMSDroid_SINTETICO_5_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_277_K-9 Mail_SINTETICO_6_BUG,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other CatchClause MethodCall_Other TryStatement MethodCall_close CatchClause MethodCall_Other
Case_096_Wordpress_SINTETICO_6_BUG,MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other
Case_279_K-9 Mail_SINTETICO_3_BUG,TryStatement HasFinallyBlock MethodCall_close MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other
Case_137_CSipSimple_SINTETICO_7_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_287_Cgeo_SINTETICO_7_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other TryStatement MethodCall_close CatchClause TryStatement MethodCall_close CatchClause,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_178_Xabber_SINTETICO_3_BUG,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_recycle,MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_recycle,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_recycle
Case_132_Transdroid_SINTETICO_11_BUG,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_028_AnySoftKeyboard_SINTETICO_7_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close
Case_232_K-9 Mail_SINTETICO_6_BUG,ERRO_SINTAXE,TryStatement HasResources_ImplicitClose MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other
Case_261_Terminal_SINTETICO_2_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other
Case_048_Owncloud_SINTETICO_4_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
Case_003_AnkiDroid_SINTETICO_10_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other MethodCall_close
Case_177_CSipSimple_SINTETICO_4_BUG,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release MethodCall_Other MethodCall_release,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release,MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_release
Case_279_K-9 Mail_SINTETICO_9_BUG,TryStatement HasResources_ImplicitClose TryStatement HasResources_ImplicitClose MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_close MethodCall_Other
Case_269_K-9 Mail_SINTETICO_6_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other
Case_276_VLC_SINTETICO_3_BUG,TryStatement HasResources_ImplicitClose HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,ERRO_SINTAXE
Case_279_K-9 Mail_SINTETICO_7_BUG,TryStatement HasFinallyBlock MethodCall_close MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other
Case_266_Hacker News_SINTETICO_1_BUG,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_290_Bankdroid_SINTETICO_6_BUG,TryStatement TryStatement HasFinallyBlock MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement TryStatement HasFinallyBlock MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_291_Bankdroid_SINTETICO_3_BUG,TryStatement MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other CatchClause MethodCall_Other
Case_281_K-9 Mail_SINTETICO_4_BUG,MethodCall_Other MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close MethodCall_release
Case_136_CSipSimple_SINTETICO_8_BUG,TryStatement HasFinallyBlock MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_close,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other,TryStatement HasResources_ImplicitClose MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other MethodCall_Other
