ID_Caso,Aplicacao,Classe_Recurso,codigo_com_bug,Tem_Fuga_de_Recurso,fix_gpt,fix_claude,fix_gemini
Case_269_K-9 Mail_SINTETICO_2_BUG,App de Scanner,java.io.OutputStream,"public void saveScan(File file, byte[] imageBytes) throws IOException {
    OutputStream stream = new FileOutputStream(file);
    stream.close();
    stream.write(imageBytes);
    stream.close();
}",1,"public void saveScan(File file, byte[] imageBytes) throws IOException {
    try (OutputStream stream = new FileOutputStream(file)) {
        stream.write(imageBytes);
    }
}","public void saveScan(File file, byte[] imageBytes) throws IOException {
    try (OutputStream stream = new FileOutputStream(file)) {
        stream.write(imageBytes);
    }
}","public void saveScan(File file, byte[] imageBytes) throws IOException {
    try (OutputStream stream = new FileOutputStream(file)) {
        stream.write(imageBytes);
    }
}"
Case_269_K-9 Mail_SINTETICO_3_BUG,App de Fitness,java.io.OutputStream,"public void backupWorkout(File file, String json) throws IOException {
    OutputStream outputStream = new FileOutputStream(file);
    outputStream.close();
    outputStream.write(json.getBytes(StandardCharsets.UTF_8));
    outputStream.close();
}",1,"public void backupWorkout(File file, String json) throws IOException {
    try (OutputStream outputStream = new FileOutputStream(file)) {
        outputStream.write(json.getBytes(StandardCharsets.UTF_8));
    }
}","public void backupWorkout(File file, String json) throws IOException {
    try (OutputStream outputStream = new FileOutputStream(file)) {
        outputStream.write(json.getBytes(StandardCharsets.UTF_8));
    }
}","public void backupWorkout(File file, String json) throws IOException {
    try (OutputStream outputStream = new FileOutputStream(file)) {
        outputStream.write(json.getBytes(StandardCharsets.UTF_8));
    }
}"
Case_269_K-9 Mail_SINTETICO_6_BUG,App de Notas,java.io.OutputStream,"public void persistNote(File file, String note) throws IOException {
    OutputStream output = new FileOutputStream(file);
    output.close();
    output.write(note.getBytes());
    output.close();
}",1,"public void persistNote(File file, String note) throws IOException {
    try (OutputStream output = new FileOutputStream(file)) {
        output.write(note.getBytes());
    }
}","public void persistNote(File file, String note) throws IOException {
    try (OutputStream output = new FileOutputStream(file)) {
        output.write(note.getBytes());
    }
}","public void persistNote(File file, String note) throws IOException {
    try (OutputStream output = new FileOutputStream(file)) {
        output.write(note.getBytes());
    }
}"
Case_269_K-9 Mail_SINTETICO_9_BUG,App de Finanças,java.io.OutputStream,"public void saveReport(File file, byte[] reportBytes) throws IOException {
    OutputStream os = new FileOutputStream(file);
    os.close();
    os.write(reportBytes);
    os.close();
}",1,"public void saveReport(File file, byte[] reportBytes) throws IOException {
    try (OutputStream os = new FileOutputStream(file)) {
        os.write(reportBytes);
    }
}","public void saveReport(File file, byte[] reportBytes) throws IOException {
    try (OutputStream os = new FileOutputStream(file)) {
        os.write(reportBytes);
    }
}","public void saveReport(File file, byte[] reportBytes) throws IOException {
    try (OutputStream os = new FileOutputStream(file)) {
        os.write(reportBytes);
    }
}"
Case_273_Terminal_SINTETICO_8_BUG,App de Leitura de Ebooks,java.io.OutputStream,"public void exportarMarcacoes(File file, String data) throws IOException {
    OutputStream outputStream = new FileOutputStream(file);
    outputStream.write(data.getBytes());
    outputStream.flush();
}",1,"public void exportarMarcacoes(File file, String data) throws IOException {
    try (OutputStream outputStream = new FileOutputStream(file)) {
        outputStream.write(data.getBytes());
        outputStream.flush();
    }
}","public void exportarMarcacoes(File file, String data) throws IOException {
    try (OutputStream outputStream = new FileOutputStream(file)) {
        outputStream.write(data.getBytes());
        outputStream.flush();
    }
}","public void exportarMarcacoes(File file, String data) throws IOException {
    try (OutputStream outputStream = new FileOutputStream(file)) {
        outputStream.write(data.getBytes());
        outputStream.flush();
    }
}"
Case_276_VLC_SINTETICO_3_BUG,App de Fitness,java.io.OutputStreamWriter,"OutputStreamWriter writer = new OutputStreamWriter(networkSocket.getOutputStream());
String metric;
while ((metric = sensorLog.readLine()) != null) {
    writer.write(metric);
    writer.write(""\n"");
}
networkSocket.close();
sensorLog.close();",1,"try (OutputStreamWriter writer = new OutputStreamWriter(networkSocket.getOutputStream());
     BufferedReader logReader = sensorLog;
     Socket socket = networkSocket) {
    String metric;
    while ((metric = logReader.readLine()) != null) {
        writer.write(metric);
        writer.write(""\n"");
    }
    writer.flush();
}","try (OutputStreamWriter writer = new OutputStreamWriter(networkSocket.getOutputStream())) {
    String metric;
    while ((metric = sensorLog.readLine()) != null) {
        writer.write(metric);
        writer.write(""\n"");
    }
} finally {
    networkSocket.close();
    sensorLog.close();
}","try (networkSocket; sensorLog; OutputStreamWriter writer = new OutputStreamWriter(networkSocket.getOutputStream())) {
    String metric;
    while ((metric = sensorLog.readLine()) != null) {
        writer.write(metric);
        writer.write(""\n"");
    }
}"
Case_276_VLC_SINTETICO_6_BUG,App de Navegação,java.io.OutputStreamWriter,"OutputStreamWriter writer = new OutputStreamWriter(routeSocket.getOutputStream());
String step;
while ((step = routeReader.readLine()) != null) {
    writer.write(step);
    writer.write(""\n"");
}
routeSocket.close();
routeReader.close();",1,"try (OutputStreamWriter writer = new OutputStreamWriter(routeSocket.getOutputStream());
     routeReader;
     routeSocket) {
    String step;
    while ((step = routeReader.readLine()) != null) {
        writer.write(step);
        writer.write(""\n"");
    }
}","try (OutputStreamWriter writer = new OutputStreamWriter(routeSocket.getOutputStream())) {
    String step;
    while ((step = routeReader.readLine()) != null) {
        writer.write(step);
        writer.write(""\n"");
    }
} finally {
    routeSocket.close();
    routeReader.close();
}","try (OutputStreamWriter writer = new OutputStreamWriter(routeSocket.getOutputStream())) {
    String step;
    while ((step = routeReader.readLine()) != null) {
        writer.write(step);
        writer.write(""\n"");
    }
} finally {
    routeReader.close();
    routeSocket.close();
}"
Case_277_K-9 Mail_SINTETICO_1_BUG,App de Musica,java.io.PipedOutputStream,"new Thread(new Runnable() {
    @Override
    public void run() {
        try {
            audioTrack.write(buffer, 0, buffer.length);
        } catch (Exception e) {
            Log.e(TAG, ""Erro ao enviar áudio para o encoder"", e);
        }
    }
}).start();",1,"Thread thread = new Thread(new Runnable() {
    @Override
    public void run() {
        try {
            audioTrack.write(buffer, 0, buffer.length);
        } catch (Exception e) {
            Log.e(TAG, ""Erro ao enviar áudio para o encoder"", e);
        } finally {
            try {
                audioTrack.flush();
            } catch (Exception e) {
                Log.e(TAG, ""Erro ao limpar AudioTrack"", e);
            }
            try {
                audioTrack.stop();
            } catch (Exception e) {
                Log.e(TAG, ""Erro ao parar AudioTrack"", e);
            }
            try {
                audioTrack.release();
            } catch (Exception e) {
                Log.e(TAG, ""Erro ao liberar AudioTrack"", e);
            }
        }
    }
});
thread.start();
try {
    thread.join();
} catch (InterruptedException e) {
    Thread.currentThread().interrupt();
    Log.e(TAG, ""Thread interrompida"", e);
}","new Thread(new Runnable() {
    @Override
    public void run() {
        try {
            audioTrack.write(buffer, 0, buffer.length);
        } catch (Exception e) {
            Log.e(TAG, ""Erro ao enviar áudio para o encoder"", e);
        } finally {
            if (audioTrack != null) {
                try {
                    audioTrack.stop();
                    audioTrack.release();
                } catch (Exception e) {
                    Log.e(TAG, ""Erro ao liberar audioTrack"", e);
                }
            }
        }
    }
}).start();","new Thread(new Runnable() {
    @Override
    public void run() {
        try {
            audioTrack.write(buffer, 0, buffer.length);
        } catch (Exception e) {
            Log.e(TAG, ""Erro ao enviar áudio para o encoder"", e);
        } finally {
            if (audioTrack != null) {
                try {
                    audioTrack.close();
                } catch (Exception e) {
                    Log.e(TAG, ""Erro ao fechar o recurso"", e);
                }
            }
        }
    }
}).start();"
Case_277_K-9 Mail_SINTETICO_8_BUG,App de Fotos,java.io.PipedOutputStream,"new Thread(new Runnable() {
    @Override
    public void run() {
        try {
            editedImage.writeTo(imagePipe);
        } catch (Exception e) {
            Log.e(TAG, ""Erro ao salvar imagem editada"", e);
        }
    }
}).start();",1,"Thread thread = new Thread(new Runnable() {
    @Override
    public void run() {
        try {
            editedImage.writeTo(imagePipe);
        } catch (Exception e) {
            Log.e(TAG, ""Erro ao salvar imagem editada"", e);
        } finally {
            if (imagePipe != null) {
                try {
                    imagePipe.close();
                } catch (Exception e) {
                    Log.e(TAG, ""Erro ao fechar imagePipe"", e);
                }
            }
        }
    }
});
thread.start();","new Thread(new Runnable() {
    @Override
    public void run() {
        try {
            editedImage.writeTo(imagePipe);
        } catch (Exception e) {
            Log.e(TAG, ""Erro ao salvar imagem editada"", e);
        } finally {
            try {
                imagePipe.close();
            } catch (Exception e) {
                Log.e(TAG, ""Erro ao fechar imagePipe"", e);
            }
        }
    }
}).start();","new Thread(new Runnable() {
    @Override
    public void run() {
        try {
            editedImage.writeTo(imagePipe);
        } catch (Exception e) {
            Log.e(TAG, ""Erro ao salvar imagem editada"", e);
        } finally {
            try {
                if (imagePipe != null) {
                    imagePipe.close();
                }
            } catch (Exception e) {
                Log.e(TAG, ""Erro ao fechar imagePipe"", e);
            }
        }
    }
}).start();"
Case_278_K-9 Mail_SINTETICO_9_BUG,App de Podcast,java.io.PipedOutputStream,"new Thread(() -> {
    try {
        episodeChunk.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Podcast chunk transfer failed"", e);
    }
}).start();",1,"Thread thread = new Thread(() -> {
    try {
        episodeChunk.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Podcast chunk transfer failed"", e);
    } finally {
        try {
            out.close();
        } catch (Exception e) {
            Log.e(TAG, ""Failed to close output stream"", e);
        }
    }
});
thread.start();","new Thread(() -> {
    try {
        episodeChunk.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Podcast chunk transfer failed"", e);
    } finally {
        try {
            out.close();
        } catch (Exception e) {
            Log.e(TAG, ""Failed to close output stream"", e);
        }
    }
}).start();","new Thread(() -> {
    try {
        episodeChunk.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Podcast chunk transfer failed"", e);
    } finally {
        try {
            if (out != null) {
                out.close();
            }
        } catch (Exception e) {
            Log.e(TAG, ""Failed to close resource"", e);
        }
    }
}).start();"
Case_278_K-9 Mail_SINTETICO_10_BUG,App de Pagamentos,java.io.PipedOutputStream,"new Thread(() -> {
    try {
        receiptBody.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Receipt streaming failed"", e);
    }
}).start();",1,"new Thread(() -> {
    try {
        receiptBody.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Receipt streaming failed"", e);
    } finally {
        try {
            out.close();
        } catch (Exception closeException) {
            Log.e(TAG, ""Failed to close output stream"", closeException);
        }
    }
}).start();","new Thread(() -> {
    try {
        receiptBody.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Receipt streaming failed"", e);
    } finally {
        try {
            out.close();
        } catch (Exception e) {
            Log.e(TAG, ""Failed to close output stream"", e);
        }
    }
}).start();","new Thread(() -> {
    try {
        receiptBody.writeTo(out);
    } catch (Exception e) {
        Log.e(TAG, ""Receipt streaming failed"", e);
    } finally {
        if (out != null) {
            try {
                out.close();
            } catch (Exception e) {
                Log.e(TAG, ""Failed to close stream"", e);
            }
        }
    }
}).start();"
Case_279_K-9 Mail_SINTETICO_3_BUG,App de Fitness,java.net.Socket,"public void pushWorkoutStats() throws IOException {
    Socket socket = new Socket(syncHost, syncPort);
    socket.close();
    socket.connect(new InetSocketAddress(syncHost, syncPort));
    socket.close();
}",1,"public void pushWorkoutStats() throws IOException {
    try (Socket socket = new Socket()) {
        socket.connect(new InetSocketAddress(syncHost, syncPort));
    }
}","public void pushWorkoutStats() throws IOException {
    Socket socket = new Socket(syncHost, syncPort);
    try {
        socket.close();
        socket = new Socket();
        socket.connect(new InetSocketAddress(syncHost, syncPort));
    } finally {
        socket.close();
    }
}","public void pushWorkoutStats() throws IOException {
    try (Socket socket = new Socket()) {
        socket.connect(new InetSocketAddress(syncHost, syncPort));
    }
}"
Case_279_K-9 Mail_SINTETICO_4_BUG,App de Chat,java.net.Socket,"public void sendOfflineMessage(String message) throws IOException {
    Socket socket = new Socket(chatServer, chatPort);
    socket.close();
    socket.connect(new InetSocketAddress(chatServer, chatPort));
    socket.close();
}",1,"public void sendOfflineMessage(String message) throws IOException {
    try (Socket socket = new Socket()) {
        socket.connect(new InetSocketAddress(chatServer, chatPort));
    }
}","public void sendOfflineMessage(String message) throws IOException {
    try (Socket socket = new Socket(chatServer, chatPort)) {
    }
    try (Socket socket = new Socket()) {
        socket.connect(new InetSocketAddress(chatServer, chatPort));
    }
}","public void sendOfflineMessage(String message) throws IOException {
    try (Socket socket = new Socket(chatServer, chatPort)) {
        socket.close();
        socket.connect(new InetSocketAddress(chatServer, chatPort));
    }
}"
Case_280_IRCCloud_SINTETICO_1_BUG,App de Musica,java.net.Socket,"Socket socket = connectToStream(serverHost, serverPort);
                if (socket != null) {
                    playStream(socket);
                }
            } catch (IOException e) {
                Log.e(TAG, ""Erro ao reproduzir stream"", e);
            }",1,"try (Socket socket = connectToStream(serverHost, serverPort)) {
    if (socket != null) {
        playStream(socket);
    }
} catch (IOException e) {
    Log.e(TAG, ""Erro ao reproduzir stream"", e);
}","try {
    Socket socket = connectToStream(serverHost, serverPort);
    try {
        if (socket != null) {
            playStream(socket);
        }
    } finally {
        if (socket != null) {
            socket.close();
        }
    }
} catch (IOException e) {
    Log.e(TAG, ""Erro ao reproduzir stream"", e);
}","try (Socket socket = connectToStream(serverHost, serverPort)) {
    if (socket != null) {
        playStream(socket);
    }
} catch (IOException e) {
    Log.e(TAG, ""Erro ao reproduzir stream"", e);
}"
Case_280_IRCCloud_SINTETICO_3_BUG,App de Fitness,java.net.Socket,"Socket wearableSocket = openWearableConnection(deviceIp, devicePort);
                HeartRateData data = receiveHeartRate(wearableSocket);
                if (data != null) {
                    updateWorkoutUi(data);
                }
            } catch (IOException e) {
                Log.e(TAG, ""Erro ao ler dados do wearable"", e);
            }",1,"try (Socket wearableSocket = openWearableConnection(deviceIp, devicePort)) {
    HeartRateData data = receiveHeartRate(wearableSocket);
    if (data != null) {
        updateWorkoutUi(data);
    }
} catch (IOException e) {
    Log.e(TAG, ""Erro ao ler dados do wearable"", e);
}","try {
            Socket wearableSocket = openWearableConnection(deviceIp, devicePort);
            try {
                HeartRateData data = receiveHeartRate(wearableSocket);
                if (data != null) {
                    updateWorkoutUi(data);
                }
            } finally {
                wearableSocket.close();
            }
        } catch (IOException e) {
            Log.e(TAG, ""Erro ao ler dados do wearable"", e);
        }","try (Socket wearableSocket = openWearableConnection(deviceIp, devicePort)) {
    HeartRateData data = receiveHeartRate(wearableSocket);
    if (data != null) {
        updateWorkoutUi(data);
    }
} catch (IOException e) {
    Log.e(TAG, ""Erro ao ler dados do wearable"", e);
}"
Case_280_IRCCloud_SINTETICO_5_BUG,App de IoT para Casa,java.net.Socket,"Socket controlSocket = deviceManager.openControlChannel(ipAddress, controlPort);
                sendCommand(controlSocket, command);
                if (ackReceived(controlSocket)) {
                    markDeviceAsUpdated(deviceId);
                }
            } catch (IOException e) {
                Log.e(TAG, ""Falha ao enviar comando IoT"", e);
            }",1,"try (Socket controlSocket = deviceManager.openControlChannel(ipAddress, controlPort)) {
    sendCommand(controlSocket, command);
    if (ackReceived(controlSocket)) {
        markDeviceAsUpdated(deviceId);
    }
} catch (IOException e) {
    Log.e(TAG, ""Falha ao enviar comando IoT"", e);
}","Socket controlSocket = null;
try {
    controlSocket = deviceManager.openControlChannel(ipAddress, controlPort);
    sendCommand(controlSocket, command);
    if (ackReceived(controlSocket)) {
        markDeviceAsUpdated(deviceId);
    }
} catch (IOException e) {
    Log.e(TAG, ""Falha ao enviar comando IoT"", e);
} finally {
    if (controlSocket != null) {
        try {
            controlSocket.close();
        } catch (IOException e) {
            Log.e(TAG, ""Falha ao fechar socket de controle"", e);
        }
    }
}","try (Socket controlSocket = deviceManager.openControlChannel(ipAddress, controlPort)) {
    sendCommand(controlSocket, command);
    if (ackReceived(controlSocket)) {
        markDeviceAsUpdated(deviceId);
    }
} catch (IOException e) {
    Log.e(TAG, ""Falha ao enviar comando IoT"", e);
}"
Case_280_IRCCloud_SINTETICO_8_BUG,App de Telemedicina,java.net.Socket,"Socket doctorSocket = remoteMonitor.connectDoctorStation(endpointHost, endpointPort);
                VitalSigns signs = readRemoteVitals(doctorSocket);
                if (signs != null) {
                    syncPatientRecord(signs);
                }
            } catch (IOException e) {
                Log.e(TAG, ""Erro na teleconsulta"", e);
            }",1,"try (Socket doctorSocket = remoteMonitor.connectDoctorStation(endpointHost, endpointPort)) {
    VitalSigns signs = readRemoteVitals(doctorSocket);
    if (signs != null) {
        syncPatientRecord(signs);
    }
} catch (IOException e) {
    Log.e(TAG, ""Erro na teleconsulta"", e);
}","Socket doctorSocket = null;
            try {
                doctorSocket = remoteMonitor.connectDoctorStation(endpointHost, endpointPort);
                VitalSigns signs = readRemoteVitals(doctorSocket);
                if (signs != null) {
                    syncPatientRecord(signs);
                }
            } catch (IOException e) {
                Log.e(TAG, ""Erro na teleconsulta"", e);
            } finally {
                if (doctorSocket != null) {
                    try {
                        doctorSocket.close();
                    } catch (IOException e) {
                        Log.e(TAG, ""Erro ao fechar socket"", e);
                    }
                }
            }","try (Socket doctorSocket = remoteMonitor.connectDoctorStation(endpointHost, endpointPort)) {
    VitalSigns signs = readRemoteVitals(doctorSocket);
    if (signs != null) {
        syncPatientRecord(signs);
    }
} catch (IOException e) {
    Log.e(TAG, ""Erro na teleconsulta"", e);
}"
Case_281_K-9 Mail_SINTETICO_5_BUG,App de Loja Online,java.util.concurrent.Semaphore,"public Product getProduct(Uri productUri) throws Exception {
    mSemaphore.acquire();

    final Cursor cursor;
    cursor = mDatabase.query(""products"", PRODUCT_COLUMNS, ""product_uri=?"", new String[]{productUri.toString()}, null, null, null);

    if (cursor == null) {
        return null;
    }

    if (!cursor.moveToFirst()) {
        return null;
    }

    if (cursor.getInt(cursor.getColumnIndexOrThrow(""stock"")) <= 0) {
        Log.i(TAG, ""Out of stock"");
        return null;
    }

    return mapProduct(cursor);
}",1,"public Product getProduct(Uri productUri) throws Exception {
    mSemaphore.acquire();
    try {
        final Cursor cursor = mDatabase.query(
            ""products"",
            PRODUCT_COLUMNS,
            ""product_uri=?"",
            new String[]{productUri.toString()},
            null,
            null,
            null
        );

        if (cursor == null) {
            return null;
        }

        try {
            if (!cursor.moveToFirst()) {
                return null;
            }

            if (cursor.getInt(cursor.getColumnIndexOrThrow(""stock"")) <= 0) {
                Log.i(TAG, ""Out of stock"");
                return null;
            }

            return mapProduct(cursor);
        } finally {
            cursor.close();
        }
    } finally {
        mSemaphore.release();
    }
}","public Product getProduct(Uri productUri) throws Exception {
    mSemaphore.acquire();

    final Cursor cursor;
    cursor = mDatabase.query(""products"", PRODUCT_COLUMNS, ""product_uri=?"", new String[]{productUri.toString()}, null, null, null);

    if (cursor == null) {
        return null;
    }

    try {
        if (!cursor.moveToFirst()) {
            return null;
        }

        if (cursor.getInt(cursor.getColumnIndexOrThrow(""stock"")) <= 0) {
            Log.i(TAG, ""Out of stock"");
            return null;
        }

        return mapProduct(cursor);
    } finally {
        cursor.close();
    }
}","public Product getProduct(Uri productUri) throws Exception {
    mSemaphore.acquire();
    Cursor cursor = null;
    try {
        cursor = mDatabase.query(""products"", PRODUCT_COLUMNS, ""product_uri=?"", new String[]{productUri.toString()}, null, null, null);

        if (cursor == null) {
            return null;
        }

        if (!cursor.moveToFirst()) {
            return null;
        }

        if (cursor.getInt(cursor.getColumnIndexOrThrow(""stock"")) <= 0) {
            Log.i(TAG, ""Out of stock"");
            return null;
        }

        return mapProduct(cursor);
    } finally {
        if (cursor != null) {
            cursor.close();
        }
        mSemaphore.release();
    }
}"
Case_281_K-9 Mail_SINTETICO_6_BUG,App de Mapas e Navegação,java.util.concurrent.Semaphore,"public Route getRoute(Uri routeUri) throws Exception {
    mSemaphore.acquire();

    final Cursor cursor;
    cursor = mResolver.query(routeUri, ROUTE_PROJECTION, null, null, null);

    if (cursor == null) {
        return null;
    }

    if (cursor.getColumnIndex(""geojson"") < 0) {
        Log.e(TAG, ""Missing geojson column"");
        return null;
    }

    return RouteParser.parse(cursor);
}",1,"public Route getRoute(Uri routeUri) throws Exception {
    mSemaphore.acquire();

    Cursor cursor = null;
    try {
        cursor = mResolver.query(routeUri, ROUTE_PROJECTION, null, null, null);

        if (cursor == null) {
            return null;
        }

        if (cursor.getColumnIndex(""geojson"") < 0) {
            Log.e(TAG, ""Missing geojson column"");
            return null;
        }

        return RouteParser.parse(cursor);
    } finally {
        if (cursor != null) {
            cursor.close();
        }
    }
}","public Route getRoute(Uri routeUri) throws Exception {
    mSemaphore.acquire();

    final Cursor cursor;
    cursor = mResolver.query(routeUri, ROUTE_PROJECTION, null, null, null);

    if (cursor == null) {
        return null;
    }

    try {
        if (cursor.getColumnIndex(""geojson"") < 0) {
            Log.e(TAG, ""Missing geojson column"");
            return null;
        }

        return RouteParser.parse(cursor);
    } finally {
        cursor.close();
    }
}","public Route getRoute(Uri routeUri) throws Exception {
    mSemaphore.acquire();
    try {
        try (Cursor cursor = mResolver.query(routeUri, ROUTE_PROJECTION, null, null, null)) {
            if (cursor == null) {
                return null;
            }

            if (cursor.getColumnIndex(""geojson"") < 0) {
                Log.e(TAG, ""Missing geojson column"");
                return null;
            }

            return RouteParser.parse(cursor);
        }
    } finally {
        mSemaphore.release();
    }
}"
Case_281_K-9 Mail_SINTETICO_11_BUG,App de Meteorologia,java.util.concurrent.Semaphore,"public Forecast getForecast(Uri uri) throws Exception {
    mSemaphore.acquire();

    final Cursor cursor;
    cursor = mWeatherDb.query(""forecast"", FORECAST_COLUMNS, ""source_uri=?"", new String[]{uri.toString()}, null, null, null);

    if (cursor == null) {
        return null;
    }

    if (!cursor.moveToFirst()) {
        return null;
    }

    if (cursor.isNull(cursor.getColumnIndexOrThrow(""temperature""))) {
        Log.d(TAG, ""Temperature unavailable"");
        return null;
    }

    return Forecast.fromCursor(cursor);
}",1,"public Forecast getForecast(Uri uri) throws Exception {
    mSemaphore.acquire();
    try {
        final Cursor cursor = mWeatherDb.query(
            ""forecast"",
            FORECAST_COLUMNS,
            ""source_uri=?"",
            new String[]{uri.toString()},
            null,
            null,
            null
        );

        if (cursor == null) {
            return null;
        }

        try {
            if (!cursor.moveToFirst()) {
                return null;
            }

            if (cursor.isNull(cursor.getColumnIndexOrThrow(""temperature""))) {
                Log.d(TAG, ""Temperature unavailable"");
                return null;
            }

            return Forecast.fromCursor(cursor);
        } finally {
            cursor.close();
        }
    } finally {
        mSemaphore.release();
    }
}","public Forecast getForecast(Uri uri) throws Exception {
    mSemaphore.acquire();

    final Cursor cursor;
    cursor = mWeatherDb.query(""forecast"", FORECAST_COLUMNS, ""source_uri=?"", new String[]{uri.toString()}, null, null, null);

    if (cursor == null) {
        return null;
    }

    try {
        if (!cursor.moveToFirst()) {
            return null;
        }

        if (cursor.isNull(cursor.getColumnIndexOrThrow(""temperature""))) {
            Log.d(TAG, ""Temperature unavailable"");
            return null;
        }

        return Forecast.fromCursor(cursor);
    } finally {
        cursor.close();
    }
}","public Forecast getForecast(Uri uri) throws Exception {
    mSemaphore.acquire();
    try (Cursor cursor = mWeatherDb.query(""forecast"", FORECAST_COLUMNS, ""source_uri=?"", new String[]{uri.toString()}, null, null, null)) {
        if (cursor == null) {
            return null;
        }

        if (!cursor.moveToFirst()) {
            return null;
        }

        if (cursor.isNull(cursor.getColumnIndexOrThrow(""temperature""))) {
            Log.d(TAG, ""Temperature unavailable"");
            return null;
        }

        return Forecast.fromCursor(cursor);
    } finally {
        mSemaphore.release();
    }
}"
Case_282_Bitcoin-wallet_SINTETICO_1_BUG,App de Musica,java.util.concurrent.Semaphore,"public void onTrackLoaded(Song song, int pendingTracks) {
    cacheSong(song);
    tracksLeft = pendingTracks;
}
",1,"public void onTrackLoaded(Song song, int pendingTracks) {
    cacheSong(song);
    tracksLeft = pendingTracks;
    if (song instanceof AutoCloseable) {
        try {
            ((AutoCloseable) song).close();
        } catch (Exception e) {
            throw new RuntimeException(e);
        }
    }
}","public void onTrackLoaded(Song song, int pendingTracks) {
    cacheSong(song);
    tracksLeft = pendingTracks;
}","public void onTrackLoaded(Song song, int pendingTracks) {
    try (Song s = song) {
        cacheSong(s);
        tracksLeft = pendingTracks;
    }
}"
Case_282_Bitcoin-wallet_SINTETICO_3_BUG,App de Fitness,java.util.concurrent.Semaphore,"public void onWorkoutSyncCompleted(List<Workout> workouts, int unsyncedCount) {
    localDatabase.saveAll(workouts);
    remainingSyncs = unsyncedCount;
}
",1,"public void onWorkoutSyncCompleted(List<Workout> workouts, int unsyncedCount) {
    try {
        localDatabase.saveAll(workouts);
        remainingSyncs = unsyncedCount;
    } finally {
        if (workouts != null) {
            workouts.clear();
        }
    }
}","public void onWorkoutSyncCompleted(List<Workout> workouts, int unsyncedCount) {
    try {
        localDatabase.saveAll(workouts);
    } finally {
        if (localDatabase != null) {
            localDatabase.close();
        }
    }
    remainingSyncs = unsyncedCount;
}","public void onWorkoutSyncCompleted(List<Workout> workouts, int unsyncedCount) {
    try {
        localDatabase.saveAll(workouts);
        remainingSyncs = unsyncedCount;
    } finally {
        if (localDatabase != null) {
            localDatabase.close();
        }
    }
}"
Case_282_Bitcoin-wallet_SINTETICO_5_BUG,App de Navegação,java.util.concurrent.Semaphore,"public void onRouteCalculated(Route route, int alternativeRoutes) {
    currentRoute = route;
    routesRemaining = alternativeRoutes;
}
",1,"public void onRouteCalculated(Route route, int alternativeRoutes) {
    currentRoute = route;
    routesRemaining = alternativeRoutes;
    if (route instanceof AutoCloseable) {
        try {
            ((AutoCloseable) route).close();
        } catch (Exception e) {
            throw new RuntimeException(e);
        }
    }
}","public void onRouteCalculated(Route route, int alternativeRoutes) {
    if (currentRoute != null && currentRoute != route) {
        currentRoute.close();
    }
    currentRoute = route;
    routesRemaining = alternativeRoutes;
}","public void onRouteCalculated(Route route, int alternativeRoutes) {
    if (currentRoute != null) {
        currentRoute.close();
    }
    currentRoute = route;
    routesRemaining = alternativeRoutes;
}"
Case_282_Bitcoin-wallet_SINTETICO_8_BUG,App de Streaming de Vídeo,java.util.concurrent.Semaphore,"public void onSubtitleChunkReady(String chunk, int chunksRemaining) {
    subtitleBuffer.append(chunk);
    remainingChunks = chunksRemaining;
}
",1,"public void onSubtitleChunkReady(String chunk, int chunksRemaining) {
    if (subtitleBuffer == null) {
        subtitleBuffer = new StringBuilder();
    }
    subtitleBuffer.append(chunk);
    remainingChunks = chunksRemaining;
}","public void onSubtitleChunkReady(String chunk, int chunksRemaining) {
    subtitleBuffer.append(chunk);
    remainingChunks = chunksRemaining;
}","public void onSubtitleChunkReady(String chunk, int chunksRemaining) {
    subtitleBuffer.append(chunk);
    remainingChunks = chunksRemaining;
    if (chunksRemaining == 0) {
        subtitleBuffer.close();
    }
}"
Case_282_Bitcoin-wallet_SINTETICO_9_BUG,App de Entregas,java.util.concurrent.Semaphore,"public void onDriverLocationUpdated(Location location, int stopsLeft) {
    lastKnownLocation = location;
    pendingStops = stopsLeft;
}
",1,"public void onDriverLocationUpdated(Location location, int stopsLeft) {
    this.lastKnownLocation = location;
    this.pendingStops = stopsLeft;
}","public void onDriverLocationUpdated(Location location, int stopsLeft) {
    lastKnownLocation = location;
    pendingStops = stopsLeft;
}","public void onDriverLocationUpdated(Location location, int stopsLeft) {
    lastKnownLocation = location != null ? new Location(location) : null;
    pendingStops = stopsLeft;
}"
